Course Code,Course Name
  SPA450H1,"Society, Daily Life, Violence and Death in Medieval Iberia Literature"
  SPA454H1,Cervantes: Don Quixote
  SPA456H1,Transatlantic Hispanic Baroque: Crisis and Disenchantment
  SPA467H1,Topics in Spanish-American Literature and Culture
  SPA475H1,21st Century Latin American Culture
  SPA480H1,Icons and Iconography in Latin American Culture
  SPA482H1,20th-Century Spanish American Narrative
  SPA486H1,Contemporary Caribbean Literatures and Identities
  SPA488H1,Central America Postwar Narrative
  SPA489H1,Latin American Transculturations
  SPA490H1,Independent Study
  SPA491H1,Independent Study
  STA130H1,An Introduction to Statistical Reasoning and Data Science
  STA197H1,Thinking Better with Statistics
  STA198H1,Probabilities Everywhere
  STA199H1,Statistical Evidence: Truth or Myth? 
  STA201H1,Why Numbers Matter
  STA220H1,The Practice of Statistics I
  STA221H1,The Practice of Statistics II
  STA237H1,"Probability, Statistics and Data Analysis I"
  STA238H1,"Probability, Statistics and Data Analysis II"
  STA247H1,Probability with Computer Applications
  STA248H1,Statistics for Computer Scientists
  STA255H1,Statistical Theory
  STA257H1,Probability and Statistics I
  STA261H1,Probability and Statistics II
  STA288H1,Statistics and Scientific Inquiry in the Life Sciences
  STA299H1,Research Opportunity Program
  STA299Y1,Research Opportunity Program
  STA302H1,Methods of Data Analysis I
  STA303H1,Methods of Data Analysis II
  STA304H1,"Surveys, Sampling and Observational Data"
  STA305H1,Design and Analysis of Experiments
  STA313H1,Data Visualization
  STA314H1,Statistical Methods for Machine Learning I
  STA347H1,Probability
  STA355H1,Theory of Statistical Practice
  STA365H1,Applied Bayesian Statistics
  STA398H0,Research Excursions
  STA398Y0,Research Excursions
  STA399H1,Research Opportunity Program
  STA399Y1,Research Opportunity Program
  STA410H1,Statistical Computation
  STA414H1,Statistical Methods for Machine Learning II
  STA422H1,Theory of Statistical Inference
  STA437H1,Methods for Multivariate Data
  STA442H1,Methods of Applied Statistics
  STA447H1,Stochastic Processes
  STA450H1,Topics in Statistics
  STA452H1,Mathematical Statistics I
  STA453H1,Mathematical Statistics II
  STA457H1,Time Series Analysis
  STA465H1,Theory and Methods for Complex Spatial Data
  STA475H1,Survival Analysis
  STA480H1,Fundamentals of Statistical Genetics
  STA490Y1,"Statistical Consultation, Communication, and Collaboration"
  STA492H1,Seminar in Statistical Science
  STA496H1,Readings in Statistics
  STA497H1,Readings in Statistics
  STA498Y1,Readings in Statistics
  STA499Y1,Readings in Statistics
  SWE100H1,Elementary Swedish I
  SWE101H1,Elementary Swedish II
  SWK301H1,Qualitative Research Methods: Meaning‐Making in Social Contexts
  SWK302H1,"Aging, Law and Policy"
  TRN125Y1,Contemporary Issues in Health Science
  TRN135Y1,Science and Social Choice
  TRN136Y1,Canadian Health Policy in the Global Context
  TRN140Y1,"Ethics, Humans, and Nature"
  TRN141Y1,Environmental Science and Pathways to Sustainability
  TRN150Y1,National versus International
  TRN151Y1,Global Governance
  TRN152Y1,Justice & Global Conflict
  TRN160Y1,Public Policy and the Public Good
  TRN161Y1,Making Public Policy Work
  TRN162Y1,Political Economy and Social Inequality
  TRN170Y1,Ethics and the Creative Imagination
  TRN171Y1,Ethics and the Public Sphere
  TRN172Y1,Ethics and the Law 
  TRN191H1,Disaster and Terrorism: Religion and Ethics at Ground Zero
  TRN192H1,Public Health in Canada: Health for the 21st Century
  TRN193H1,"Canadian Health Policy: Past, Present and Future"
  TRN194H1,Literature and Wicked Problems 
  TRN195H1, The Literature of Heroes and Horrors 
  TRN196H1,Joy and Resistance in Diverse Storytelling
  TRN197H1,"In the Shadow of the Vikings: Depictions of the Early Norse in Medieval, Modern, and Post-Modern Culture"
  TRN198H1,"The Viking Phenomenon: Commerce, Conflict, and Communication along Europe’s Frontiers, 7th – 15th Century"
  TRN199H1,Classical Social and Political Thought from the 18th Century Enlightenment to the 20th Century
  TRN200Y1,Modes of Reasoning
  TRN203H1,"Society, its Limits and Possibilities"
  TRN204H1,Introduction to Law and Legal Reasoning
  TRN205H1,Independent Studies
  TRN225Y1,The Art of Health Science Discovery
  TRN235H1,"Health Policy in Canada: Past, Present and Future"
  TRN236H1,The Politics of Global Health
  TRN250Y1,Ordering International Relations in the Age of Empire
  TRN299H1,Research Opportunity Program
  TRN299Y1,Research Opportunity Program
  TRN300H1,Trinity Independent Studies
  TRN301Y1,Trinity Independent Studies
  TRN302Y1,Trinity Independent Studies
  TRN303H1,Ethics and Society
  TRN304H1,Law and Social Issues
  TRN304Y1,Law and Social Issues
  TRN305H1,Basic Principles of Law
  TRN305Y1,Basic Principles of Law
  TRN307H1,International Experience I
  TRN308H1,International Experience II
  TRN312H1,"Sustainability Issues in Ethics, Society, and Law"
  TRN320H1,"Selected Topics in Ethics, Society, and Law"
  TRN321H1,"Selected Topics in Ethics, Society, and Law"
  TRN350H1,"Scarcity, Sustainability, and the Future of International Relations"
  TRN377Y1,Trinity Comprehensive Paper I
  TRN399H1,Research Opportunity Program
  TRN399Y1,Research Opportunity Program
  TRN400H1,Trinity Independent Studies
  TRN404Y1,Trinity Independent Studies
  TRN405Y1,Trinity Independent Studies
  TRN406H1,Community Research Partnerships in Ethics
  TRN407Y1,Community Research Partnerships in Ethics
  TRN409H1,Selected Topics in International Studies
  TRN409Y1,Selected Topics in International Studies
  TRN410H1,Researching Critical Cases in Contemporary International Relations
  TRN411Y1,Selected Topics in International Studies
  TRN412H1,"Seminar in Ethics, Society, and Law"
  TRN419Y1,"Comparative American, British and Canadian Foreign Policy"
  TRN421Y1,Fragile and Conflict-Affected States in Global Politics
  TRN425Y1,Law Workshops Course
  TRN477H1,Trinity Comprehensive Paper II
  TRN478H1,Science Writing for Non-Scientific Audiences
  UNI101H1,Citizenship in the Canadian City
  UNI102H1,Performing the City I
  UNI103H1,Gradients of Health in an Urban Mosaic
  UNI104H1,Sex in the City
  UNI106H1,Performing the City II
  UNI197H1,Hamilton: Musical and History
  UNI198H1,Why Go to University? The Changing Role and Purpose of Higher Education
  UNI199H1,The Construction of Race in America: A History
  UNI299Y1,Research Opportunity Program
  UNI393Y1,University College Independent Studies
  UNI394H1,University College Independent Studies
  UNI399Y1,Research Opportunity Program
  UNI495Y1,University College Independent Studies
  UNI496H1,University College Independent Studies
  URB234H1,Cities in Popular Culture
  URB235H1,A Multidisciplinary Introduction to Urban Studies I: Theoretical Foundations of City Building
  URB236H1,A Multidisciplinary Introduction to Urban Studies II: Urban Challenges and Theoretical Application
  URB333H1,Critical Approaches in Urban Studies
  URB334H1,Urban Field Course
  URB336H1,Creative Cities
  URB337H1,Studies in Contemporary Urban Problems
  URB338H1,Advanced Topics in Urban Studies I
  URB339H1,Divided City / United City
  URB342H1,Qualitative Research in Urban Studies
  URB430H1,Advanced Topics in Urban Studies II
  URB431Y1,Special Topics in Urban Studies
  URB432H1,Special Topics in Urban Studies
  URB433H1,Special Topics in Urban Studies
  URB434Y1,Independent Research in Urban Studies
  URB435H1,Independent Research in Urban Studies
  URB436H1,Independent Research in Urban Studies
  URB437Y1,Urban Experiential Learning in Toronto & the GTA
  URB438H1,Advanced Urban Research Project
  URB439H1,"Cities and Mega-events: Place-making, Contestation and Urban Citizenship"
  UTP100H1,Themes in World History
  VIC101H1,Conflict Theory and Practice
  VIC102H1,Ethics and Choices in Times of Crisis
  VIC105H1,Odysseys: The Search for Meaning
  VIC106H1,Psychology and Society
  VIC107H1,"Evolution, Genetics, and Behaviour"
  VIC108H1,"Belonging, Imagination and National Identity"
  VIC109H1,Innovators and Their Ideas
  VIC110H1,Critical Perspectives on Society
  VIC112H1,"Puzzles, Discovery and the Human Imagination"
  VIC113H1,Encountering Distant Climes: The Literature of Travel and Exploration
  VIC114H1,Renaissance in Popular Culture
  VIC115H1,Imagined Power: Literature and Film
  VIC116H1,Politics of the Pen
  VIC117H1,Understanding the Performing Arts: Interpretation and Expression
  VIC119H1,Myths and Legends in Modern Contexts
  VIC121H1,Evaluating Healthcare: Problems and Solutions 
  VIC122H1,Scientific Evidence in Public Policy 
  VIC134H1,Globalization
  VIC135H1,The Death of Meaning
  VIC136H1,How to Study Everyday Life
  VIC137H1,Science and Science Fiction
  VIC141H1,Discovery and Revolution
  VIC142H1,Machiavelli: The Politics of Power
  VIC150Y1,School and Society
  VIC151Y1,Theories and Practices of Teaching
  VIC159H1,Vic One Hundred Special Topics Seminar
  VIC159Y1,Vic One Hundred Special Topics Seminar
  VIC162H1,Cultural Forms and Their Meanings
  VIC163H1,Cultural Forms and Their Meanings: People and Ideas
  VIC164H1,Ideas and Their Consequences: Literary and Artistic Realms of the Imagination
  VIC165H1,Ideas and Their Consequences: Isolation and Communion in Modern Culture
  VIC166H1,Common Vices and Neglected Virtues: Intro to Ethics of Character
  VIC167H1,Ideas and Fine Thoughts
  VIC168H1,Identity and Equality in the Public Sphere
  VIC169H1,Ethical Living in a Pluralistic World
  VIC170Y1,The Impact of Science on Our Society
  VIC171Y1,"Methodology, Theory and Practice in the Natural Sciences"
  VIC172Y1,Physical Sciences Today
  VIC173Y1,Philosophy of Science for Physical Scientists
  VIC181H1,Events in the Public Sphere: World Affairs
  VIC183H1,Individuals and the Public Sphere: Shaping Memory
  VIC184H1,"Individuals and the Public Sphere: History, Historiography and Making Cultural Memory"
  VIC185H1,Events in the Public Sphere: Social Justice
  VIC186H1,The Art and Literature of Leadership 1
  VIC186Y1,The Art and Literature of Leadership
  VIC187H1,"Prosperity, Justice, and Sustainability: Introduction to Public Policy"
  VIC188H1,"Corporate Citizenship, Sustainability, and Ethics"
  VIC189H1,The Art and Literature of Leadership 2
  VIC190Y1,The Arts and Society
  VIC191Y1,Artistic Creation and Public Issues
  VIC197H1,Detective Fiction
  VIC198H1,Posters and Propaganda
  VIC199H1,The Secret Life of Objects: Analyzing the Culture of Things
  VIC206H1,Psychology and Society
  VIC207H1,"Evolution, Genetics, and Behaviour"
  VIC245H1,Science Wars: Society and the Limits of Scientific Knowledge
  VIC246H1,"Animal, Vegetable, Mineral, Monster"
  VIC259H1,Special Topics Seminar
  VIC259Y1,Special Topics Seminar
  VIC274H1,Wisdom of the Social Sciences
  VIC278H1,Modelling Evil and Disease
  VIC296H1,Internship Opportunity
  VIC296Y1,Internship Opportunity
  VIC299Y1,Research Opportunity Program
  VIC359H1,Special Topics Seminar
  VIC359Y1,Special Topics Seminar
  VIC377H1,Special Topics in Science and Society
  VIC390H1,Victoria College Independent Studies
  VIC390Y0,Victoria College Independent Studies
  VIC390Y1,Victoria College Independent Studies
  VIC391H0,Victoria College Independent Studies
  VIC391H1,Victoria College Independent Studies
  VIC391Y1,Victoria College Independent Studies
  VIC397H0,International Study
  VIC399Y1,Research Opportunity Program
  VIC435H1,Capstone Seminar: Community-Engaged Research
  VIC451H1,Capstone: Learning Communities and Higher Education
  VIC452H1,Work-Integrated Capstone Course
  VIC459H1,Special Topics Seminar
  VIC459Y1,Special Topics Seminar
  VIC476H1,Capstone Seminar in Foreign Policy
  VIC490H1,Victoria College Independent Studies
  VIC490Y0,Victoria College Independent Studies
  VIC490Y1,Victoria College Independent Studies
  VIC491H1,Victoria College Independent Studies
  VIC491Y1,Victoria College Independent Studies
  VIC493H1,Vic Capstone Research Colloquium
  WDW151H1,Order and Disorder I: Issues and Perspectives
  WDW152H1,Order and Disorder II: Problems and Solutions
  WDW196H1,From Rayguns to Light Sabers: Science Fiction in Contemporary Culture
  WDW197H1,Jane Austen on Film
  WDW198H1,There and Back Again: Exploring Tolkien
  WDW199H1,Indigenous Knowledge and Storytelling in Toronto
  WDW295Y0,Special Topics Abroad
  WDW299Y1,Research Opportunity Program
  WDW399Y1,Research Opportunity Program
  WGS160Y1,Introduction to Women and Gender Studies
  WGS260H1,"Texts, Theories, Histories"
  WGS271Y1,Gender in Popular Culture
  WGS273H1,Gender & Environmental (In)Justice
  WGS275H1,Men and Masculinities
  WGS280H1,Special Topics in Women and Gender Studies
  WGS281H1,Special Topics in Women and Gender Studies
  WGS331H1,Special Topic in Women and Gender Studies
  WGS332H1,Special Topic in Women and Gender Studies
  WGS333H1,Special Topic in Women and Gender Studies
  WGS334H1,Special Topic in Women and Gender Studies
  WGS335H1,Special Topic in Women and Gender Studies
  WGS336H1,Selected Topics in Cultural Studies
  WGS340H1,Women and Revolution in the Middle East
  WGS355H1,Gendered Labour Around the World
  WGS360H1,Making Knowledge in a World that Matters
  WGS362H1,Selected Topics in Gender and History
  WGS363H1,Selected Topics in Gender and Theory
  WGS365H1,Gender Issues in the Law
  WGS367H1,The Politics of Gender and Health
  WGS369H1,Studies in Post-Colonialism
  WGS370H1,"Utopian Visions, Activist Realities"
  WGS372H1,Women and Psychology/ Psychoanalysis
  WGS373H1,Gender and Violence
  WGS374H1,Feminist Studies in Sexuality
  WGS376H1,Studies in Queer and Trans
  WGS380H1,Feminist Graphic Novels
  WGS381H1,"Black Britain: Race, Gender and Entangled Diasporas"
  WGS382H1,Decolonial Aesthetics and Indigenous Futurities
  WGS385H1,Gender and Neoliberalism
  WGS386H1,Gender and Critical Political Economy
  WGS390H1,Land-ing: Indigenous and Black Futurist Spaces
  WGS396H1,Writing the Body
  WGS397H1,The Politics of Girlhood
  WGS420H1,Asian/North American Feminist Issues
  WGS426H1,Gender and Globalization: Transnational Perspectives
  WGS434H1,Advanced Topics in Women and Gender Studies
  WGS435H1,Advanced Topics in Women and Gender Studies
  WGS440H1,Decolonial Cyborgs for Planetary Futures
  WGS442H1,"Toxic Worlds, Decolonial Futures"
  WGS450H1,"Modernity, Freedom, Citizenship: Gender and the Black Diaspora"
  WGS451H1,Independent Study in Women and Gender Studies Issues
  WGS451Y1,Independent Study in Women and Gender Studies 
  WGS460Y1,Honours Seminar
  WGS461Y1,Advanced Topics in Women and Gender Studies
  WGS462H1,Advanced Topics in Gender and History
  WGS463H1,Advanced Topics in Gender Theory
  WGS465H1,Special Topics in Gender and the Law
  WGS470Y1,Community Engagement
  WGS480H1,Challenging Coloniality: Caribbean Sexualities in Transnational Perspective
  WGS481H1,"Gender, Sexuality and Black Liberation from Black Power to #BlackLivesMatter"
  WGS482H1,"Translating Sexuality: Queer Migration, Queer Diasporas"
  WRR103H1,Writing Essays
  WRR104H1,Writing Reports
  WRR201H1,Theories of Rhetoric: A Brief History of Persuasion
  WRR203H1,Foundations of Written Discourse
  WRR204H1,The Academic Writing Process
  WRR211H1,Introduction to Creative Writing
  WRR300H1,Strategic Writing in Business and the Professions: Theory and Practice
  WRR301H1,Contemporary Issues and Written Discourse: Rhetoric and the Print Media
  WRR302H1,Writing in Business and the Professions for Rotman Commerce Students
  WRR303H1,Digital Rhetoric
  WRR304H1,The Illusion and Reality of Evidence
  WRR305H1,Word and Image in Modern Writing
  WRR308H1,Selected Topics in Writing and Rhetoric
  WRR310H1,Stylistic Editing and Copy Editing
  WRR311Y1,Seminar in Creative Writing
